,Title,Year,Certification,Runtime,Genre,Summary,Votes,Ratings
650,Back to the Future Part II,1989,PG,108,"Adventure, Comedy, Sci-Fi","After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",441161,7.8
651,Spoorloos,1988,M,107,"Mystery, Thriller","Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.",30818,7.8
652,Mississippi Burning,1988,M,128,"Crime, Drama, History",Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.,81133,7.8
653,Predator,1987,M,107,"Action, Adventure, Sci-Fi",A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,352596,7.8
654,Evil Dead II,1987,R,84,"Comedy, Horror",The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,139422,7.8
655,Empire of the Sun,1987,PG,153,"Drama, History, War",A young English boy struggles to survive under Japanese occupation during World War II.,108101,7.8
656,Ferris Bueller's Day Off,1986,PG,103,Comedy,"A high school wise guy is determined to have a day off from school, despite what the Principal thinks of that.",296732,7.8
657,Down by Law,1986,M,107,"Comedy, Crime, Drama","Two innocent people are arrested. An interesting third person, with broken English, joins them in their cell. On his idea, they decide to escape from the prison. Their journey is the rest of the movie.",44575,7.8
658,Blue Velvet,1986,R,120,"Drama, Mystery, Thriller","The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",167096,7.8
659,The Goonies,1985,PG,114,"Adventure, Comedy, Family",A group of young misfits who call themselves The Goonies discover an ancient map and set out on a quest to find a legendary pirate's long-lost treasure.,224574,7.8
660,The Color Purple,1985,PG,154,Drama,A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.,72988,7.8
661,The Killing Fields,1984,M,141,"Biography, Drama, History","A journalist is trapped in Cambodia during tyrantPol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.",48401,7.8
662,Ghostbusters,1984,PG,105,"Action, Comedy, Fantasy",Three former parapsychology professors set up shop as a unique ghost removal service.,332472,7.8
663,The Right Stuff,1983,NRC,193,"Adventure, Biography, Drama","The story of the original Mercury 7 astronauts and their macho, seat-of-the-pants approach to the space program.",53372,7.8
664,The King of Comedy,1982,NRC,109,"Comedy, Crime, Drama","Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself.",75316,7.8
665,E.T. the Extra-Terrestrial,1982,G,115,"Family, Sci-Fi",A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.,345806,7.8
666,Kramer vs. Kramer,1979,NRC,105,Drama,"Ted Kramer's wife leaves him, allowing for a lost bond to be rediscovered between Ted and his son, Billy. But a heated custody battle ensues over the divorced couple's son, deepening the wounds left by the separation.",121788,7.8
667,Halloween,1978,R,91,"Horror, Thriller","Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",214055,7.8
668,The Man Who Would Be King,1975,NRC,129,"Adventure, History, War","Two British former soldiers decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.",41635,7.8
669,The Conversation,1974,M,113,"Drama, Mystery, Thriller","A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that a couple, on whom he is spying, will be murdered.",89658,7.8
670,The Day of the Jackal,1973,NRC,143,"Crime, Drama, Thriller","A professional assassin codenamed ""Jackal"" plots to kill Charles de Gaulle, the President of France.",35124,7.8
671,Badlands,1973,M,94,"Crime, Drama",An impressionable teenage girl from a dead-end town and her older greaser boyfriend embark on a killing spree in the South Dakota badlands.,60227,7.8
672,Cabaret,1972,M,124,"Drama, Musical",A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.,44990,7.8
673,Willy Wonka & the Chocolate Factory,1971,G,100,"Family, Fantasy, Musical",A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,165651,7.8
674,Midnight Cowboy,1969,SOA,113,"Drama, Western","A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.",93456,7.8
675,Wait Until Dark,1967,A,108,"Horror, Thriller",A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.,25835,7.8
676,Guess Who's Coming to Dinner,1967,A,108,"Comedy, Drama",A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.,36032,7.8
677,The Dirty Dozen,1967,A,150,"Action, Adventure, War","During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",62979,7.8
678,Bonnie and Clyde,1967,A,111,"Action, Biography, Crime","Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",96429,7.8
679,My Fair Lady,1964,G,170,"Drama, Family, Musical",Snobbish phonetics Professor Henry Higgins (Sir Rex Harrison) agrees to a wager that he can make flower girl Eliza Doolittle (Audrey Hepburn) presentable in high society.,81364,7.8
680,Mary Poppins,1964,G,139,"Comedy, Family, Fantasy","In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",147377,7.8
681,The Longest Day,1962,G,178,"Action, Drama, History","The events of D-Day, told on a grand scale from both the Allied and German points of view.",49927,7.8
682,Jules and Jim,1962,PG,105,"Drama, Romance",Decades of a love triangle concerning two friends and an impulsive woman.,34251,7.8
683,The Ten Commandments,1956,G,220,"Adventure, Drama","The Egyptian Prince, Moses, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people.",58745,7.8
684,The Quiet Man,1952,G,129,"Comedy, Drama, Romance","A retired American boxer returns to the village of his birth in Ireland, where he finds love.",32474,7.8
685,Red River,1948,G,133,"Action, Adventure, Romance","Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son.",26101,7.8
686,Key Largo,1948,SOA,100,"Action, Crime, Drama","A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.",34829,7.8
687,Fantasia,1940,G,125,"Animation, Family, Fantasy",A collection of animated interpretations of great works of Western classical music.,83406,7.8
688,The Lady Vanishes,1938,G,96,"Film-Noir, Mystery, Thriller","While travelling in continental Europe, a rich young playgirl realizes that an elderly lady seems to have disappeared from the train.",43832,7.8
689,Bride of Frankenstein,1935,PG,75,"Drama, Horror, Sci-Fi","Mary Shelley reveals the main characters of her novel survived: Dr. Frankenstein, goaded by an even madder scientist, builds his monster a mate.",40403,7.8
690,Duck Soup,1933,G,69,"Comedy, Musical, War",Rufus T. Firefly is named president/dictator of bankrupt Freedonia and declares war on neighboring Sylvania over the love of wealthy Mrs. Teasdale.,53144,7.8
691,Frankenstein,1931,SOA,70,"Drama, Horror, Sci-Fi",An obsessed scientist assembles a living being from parts of exhumed corpses.,60464,7.8
692,Searching,2018,M,102,"Drama, Mystery, Thriller","After his 16-year-old daughter goes missing, a desperate father breaks into her laptop to look for clues to find her.",114094,7.7
693,Roma,2018,MA15+,135,Drama,A year in the life of a middle-class family's maid in Mexico City in the early 1970s.,117621,7.7
694,Deadpool 2,2018,MA15+,119,"Action, Adventure, Comedy","Foul-mouthed mutant mercenary Wade Wilson (a.k.a. Deadpool), brings together a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg Cable.",426249,7.7
695,Wind River,2017,MA15+,107,"Crime, Drama, Mystery",A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,179513,7.7
696,Get Out,2017,MA15+,104,"Horror, Mystery, Thriller","A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",431079,7.7
697,Victoria,2015,MA15+,138,"Crime, Drama, Romance",A young Spanish woman who has recently moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.,46507,7.7
698,En man som heter Ove,2015,PG-13,116,"Comedy, Drama, Romance","Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.",41345,7.7
699,Only the Brave,2017,M,134,"Action, Biography, Drama","Based on the true story of the Granite Mountain Hotshots, a group of elite firefighters who risk everything to protect a town from a historic wildfire.",49386,7.7
700,The Incredibles 2,2018,PG,118,"Animation, Action, Adventure","The Incredibles hero family takes on a new mission, which involves a change in family roles: Bob Parr (Mr Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.",220089,7.7
701,What We Do in the Shadows,2014,M,86,"Comedy, Horror","Viago, Deacon and Vladislav are vampires who are finding that modern life has them struggling with the mundane - like paying rent, keeping up with the chore wheel, trying to get into nightclubs and overcoming flatmate conflicts.",133710,7.7
